CODE;DATE;population;GDP PER capita;human development indeks
CUB;26/06/2020;16.24266591;0;0.777
CUW;26/06/2020;12.00823128;0;
CYP;26/06/2020;13.68300607;10.38638063;0.869
CZE;26/06/2020;16.18659339;10.39224872;0.888
COD;26/06/2020;18.31043503;6.694726649;0.457
DNK;26/06/2020;15.57202326;10.75112496;0.929
DJI;26/06/2020;13.80344;7.903007272;0.476
DMA;26/06/2020;11.18429639;9.177131718;0.715
DOM;26/06/2020;16.19948244;9.588835779;0.736
ECU;26/06/2020;16.68585306;9.266903675;0.752
EGY;26/06/2020;18.44375647;9.263900665;0.696
SLV;26/06/2020;15.68518756;8.894595942;0.674
GNQ;26/06/2020;14.15411267;10.02592078;0.591
ERI;26/06/2020;15.08145118;7.320168857;0.44
EST;26/06/2020;14.09808385;10.29150981;0.871
ETH;26/06/2020;18.56012597;7.45583449;0.463
FRO;26/06/2020;10.79681667;0;
FLK;26/06/2020;8.15564927;0;
FJI;26/06/2020;13.7061911;9.0714202;0.741
FIN;26/06/2020;15.52763465;10.61117158;0.92
FRA;26/06/2020;17.99409688;10.56115446;0.901
PYF;26/06/2020;12.54576825;0;
GAB;26/06/2020;14.61559461;9.71489113;0.702
GMB;26/06/2020;14.69789863;7.353573152;0.46
GEO;26/06/2020;15.199095;9.184517719;0.78
DEU;26/06/2020;18.24375196;10.71949917;0.936
GHA;26/06/2020;17.25184806;8.349396831;0.592
GIB;26/06/2020;10.42498602;0;
GRC;26/06/2020;16.15953083;10.1094598;0.87
GRL;26/06/2020;10.94679853;0;
GRD;26/06/2020;11.63087738;9.51737475;0.772
GUM;26/06/2020;12.03636915;0;
GTM;26/06/2020;16.70118056;8.912447412;0.65
GGY;26/06/2020;11.11322372;0;
GIN;26/06/2020;16.39062287;7.600365315;0.459
GNB;26/06/2020;14.49252734;7.345155006;0.455
GUY;26/06/2020;13.57542301;8.91396018;0.654
HTI;26/06/2020;16.24934608;7.410451751;0.498
HND;26/06/2020;16.10851066;8.421077587;0.617
HUN;26/06/2020;16.08354044;10.19531954;0.838
ISL;26/06/2020;12.74037063;10.74684103;0.935
IND;26/06/2020;21.04535251;8.768212421;0.64
IDN;26/06/2020;19.42689854;9.322663552;0.694
IRN;26/06/2020;18.24624346;9.856533252;0.798
IRQ;26/06/2020;17.50993717;9.659119471;0.685
IRL;26/06/2020;15.41242964;11.11743979;0.938
IMN;26/06/2020;11.35078294;0;
ISR;26/06/2020;15.97371025;10.40826452;0.903
ITA;26/06/2020;17.91752278;10.46937177;0.88
JAM;26/06/2020;14.90109198;9.011105101;0.732
JPN;26/06/2020;18.65556675;10.57137392;0.909
JEY;26/06/2020;11.52359831;0;
JOR;26/06/2020;16.13820607;9.028517491;0.735
KAZ;26/06/2020;16.74812767;10.0881226;0.8
KEN;26/06/2020;17.80025043;8.004040863;0.59
OWID_KOS;26/06/2020;14.47446683;9.189712472;0
KWT;26/06/2020;15.26725623;11.09027153;0.803
KGZ;26/06/2020;15.69102752;8.129609454;0.672
LAO;26/06/2020;15.80003079;8.763640684;0.601
LVA;26/06/2020;14.45007584;10.12918169;0.847
LBN;26/06/2020;15.73616766;9.500586529;0.757
LSO;26/06/2020;14.57736817;7.955478753;0.52
LBR;26/06/2020;15.43641784;6.623783648;0.435
LBY;26/06/2020;15.74286198;9.791522441;0.706
LIE;26/06/2020;10.54894022;0;0.916
LTU;26/06/2020;14.81698436;10.29296775;0.858
LUX;26/06/2020;13.34706731;11.45400277;0.904
MKD;26/06/2020;14.54950213;9.481223174;0.757
MDG;26/06/2020;17.13661869;7.25590196;0.519
MWI;26/06/2020;16.76676599;6.998547998;0.477
MYS;26/06/2020;17.29261899;10.19646175;0.802
MDV;26/06/2020;13.20032762;9.627972231;0.717
MLI;26/06/2020;16.82370654;7.608029998;0.427
MLT;26/06/2020;12.99802163;10.50543249;0.878
MRT;26/06/2020;15.35230466;8.188031408;0.52
MUS;26/06/2020;14.05591783;9.918018712;0.79
MEX;26/06/2020;18.67480153;9.760567596;0.774
MDA;26/06/2020;15.21025983;8.554483581;0.7
MCO;26/06/2020;10.57755385;0;
MNG;26/06/2020;15.00283311;9.379310359;0.741
MNE;26/06/2020;13.35039417;9.705602795;0.814
MSR;26/06/2020;8.516993171;0;
MAR;26/06/2020;17.42400819;8.920658034;0.667
MOZ;26/06/2020;17.25770384;7.035359264;0.437
MMR;26/06/2020;17.81205473;8.629020214;0.578
NAM;26/06/2020;14.7480352;9.163438264;0.647
NPL;26/06/2020;17.18751281;7.800901839;0.574
NLD;26/06/2020;16.6566263;10.78875283;0.931
NCL;26/06/2020;12.56196578;0;
NZL;26/06/2020;15.38874766;10.49365591;0.917
NIC;26/06/2020;15.70629361;8.579499974;0.658
NER;26/06/2020;17.00213737;6.830874235;0.354
NGA;26/06/2020;19.1440641;8.582691377;0.532
MNP;26/06/2020;10.96053104;0;
NOR;26/06/2020;15.5058355;11.07906176;0.953
OMN;26/06/2020;15.44604869;10.54430693;0.821
PAK;26/06/2020;19.21318595;8.524110809;0.562
PSE;26/06/2020;15.44502871;8.400636454;0.686
PAN;26/06/2020;15.27755412;10.0108627;0.789
PNG;26/06/2020;16.00683186;8.248841478;0.544
PRY;26/06/2020;15.78017657;9.085571618;0.702
PER;26/06/2020;17.3111646;9.412195402;0.75
PHL;26/06/2020;18.51217534;8.935796678;0.699
POL;26/06/2020;17.44905184;10.21157667;0.865
PRT;26/06/2020;16.13757538;10.23770353;0.847
PRI;26/06/2020;14.86662585;10.46437881;
QAT;26/06/2020;14.87366884;11.66937863;0.856
ROU;26/06/2020;16.77238152;10.05677496;0.811
RUS;26/06/2020;18.79866817;10.11722517;0.816
RWA;26/06/2020;16.37677691;7.525214548;0.524
KNA;26/06/2020;10.88166329;10.11271005;0.778
LCA;26/06/2020;12.1206727;9.468993065;0.747
VCT;26/06/2020;11.61680789;9.280532817;0.723
SMR;26/06/2020;10.43229061;10.94837324;
STP;26/06/2020;12.2975619;8.02378631;0.589
SAU;26/06/2020;17.36552634;10.8005019;0.853
SEN;26/06/2020;16.63354636;7.81220822;0.505
SRB;26/06/2020;15.73310882;9.550298027;0.787
SYC;26/06/2020;11.49618614;10.18044812;0.797
SLE;26/06/2020;15.89207108;7.23727483;0.419
SGP;26/06/2020;15.58201085;11.35668541;0.932
SXM;26/06/2020;10.66620744;10.50032293;
SVK;26/06/2020;15.51289396;10.31411107;0.855
SVN;26/06/2020;14.54736486;10.35458992;0.896
SOM;26/06/2020;16.5814031;0;
ZAF;26/06/2020;17.8982664;9.416937869;0.699
KOR;26/06/2020;17.75260041;10.48956092;0.903
SSD;26/06/2020;16.23086427;7.358759558;0.388
ESP;26/06/2020;17.66042712;10.44209448;0.891
LKA;26/06/2020;16.87952045;9.36469763;0.77
SDN;26/06/2020;17.59626861;8.40436195;0.502
SUR;26/06/2020;13.28215639;9.530038347;0.72
SWZ;26/06/2020;13.96407193;8.954024529;0.588
SWE;26/06/2020;16.1279737;10.75682321;0.933
CHE;26/06/2020;15.97360361;10.95797667;0.944
SYR;26/06/2020;16.67774898;0;0.536
TWN;26/06/2020;16.98590072;0;
TJK;26/06/2020;16.07075684;7.971400966;0.65
TZA;26/06/2020;17.9054155;7.89480415;0.538
THA;26/06/2020;18.06114425;9.69754957;0.755
TLS;26/06/2020;14.09196129;8.790284636;0.625
TGO;26/06/2020;15.92920098;7.265298945;0.503
TTO;26/06/2020;14.15161916;10.26684759;0.784
TUN;26/06/2020;16.28518664;9.291855564;0.735
TUR;26/06/2020;18.25035574;10.13179141;0.791
TCA;26/06/2020;10.56405989;0;
UGA;26/06/2020;17.63850561;7.437033796;0.516
UKR;26/06/2020;17.59363088;8.97390804;0.751
ARE;26/06/2020;16.10707515;11.11681868;0.863
GBR;26/06/2020;18.03334044;10.59044673;0.922
USA;26/06/2020;19.61763693;10.90090556;0.924
VIR;26/06/2020;11.55620524;0;
URY;26/06/2020;15.06073864;9.930684782;0.804
UZB;26/06/2020;17.32613614;8.740833259;0.71
VAT;26/06/2020;6.695798917;0;
VEN;26/06/2020;17.1631645;9.725856299;0.761
VNM;26/06/2020;18.39370601;8.727759419;0.694
YEM;26/06/2020;17.21088998;7.299220849;0.452
ZMB;26/06/2020;16.72698889;8.213178735;0.588
ZWE;26/06/2020;16.51438055;7.549490737;0.535
AFG;25/06/2020;17.4772331;7.497754494;0.498
ALB;25/06/2020;14.87253667;9.376145531;0.785
DZA;25/06/2020;17.59630906;9.540639235;0.754
AND;25/06/2020;11.25499635;0;0.858
AGO;25/06/2020;17.3079574;8.668968767;0.581
AIA;25/06/2020;9.615938805;0;
ATG;25/06/2020;11.49198779;9.97538687;0.78
ARG;25/06/2020;17.62651421;9.848709615;0.825
ARM;25/06/2020;14.9017918;9.08109464;0.755
ABW;25/06/2020;11.5783948;10.49054565;
AUS;25/06/2020;17.05418434;10.70658069;0.939
AUT;25/06/2020;16.01344599;10.72407512;0.908
AZE;25/06/2020;16.13191719;9.670761927;0.757
BHS;25/06/2020;12.88219574;10.22983178;0.807
BHR;25/06/2020;14.34706955;10.67569323;0.846
BGD;25/06/2020;18.91957173;8.167347447;0.608
BRB;25/06/2020;12.56852934;9.739677672;0.8
BLR;25/06/2020;16.06145345;9.750800543;0.808
BEL;25/06/2020;16.26562008;10.66098361;0.916
BLZ;25/06/2020;12.89325457;8.964997479;0.708
BEN;25/06/2020;16.31063137;7.632515461;0.515
BMU;25/06/2020;11.03928322;10.83307578;
BTN;25/06/2020;13.55623711;9.072065978;0.612
BOL;25/06/2020;16.27279152;8.837220811;0.693
BES;25/06/2020;10.1743159;0;
BIH;25/06/2020;15.00360243;9.368531023;0.768
BWA;25/06/2020;14.67061714;9.668231819;0.717
BRA;25/06/2020;19.17473208;9.554174869;0.759
VGB;25/06/2020;10.31682162;0;
BRN;25/06/2020;12.98879313;11.18176859;0.853
BGR;25/06/2020;15.75402845;9.828942169;0.813
BFA;25/06/2020;16.85541655;7.440206573;0.423
BDI;25/06/2020;16.29127395;6.554253865;0.417
KHM;25/06/2020;16.63205462;8.201130849;0.582
CMR;25/06/2020;17.09438451;8.121161251;0.556
CAN;25/06/2020;17.44628825;10.69234463;0.926
CPV;25/06/2020;13.22850199;8.735935712;0.654
CYM;25/06/2020;11.09315857;10.81783698;
CAF;25/06/2020;15.39030816;6.49411686;0.367
TCD;25/06/2020;16.61436742;7.477690778;0.404
CHL;25/06/2020;16.76604717;10.03306902;0.843
CHN;25/06/2020;21.08743924;9.636177357;0.752
COL;25/06/2020;17.74503716;9.492126271;0.747
COM;25/06/2020;13.67578287;7.25410005;0.503
COG;25/06/2020;15.52354271;8.493188572;0.606
CRI;25/06/2020;15.44359631;9.650206585;0.794
CIV;25/06/2020;17.08805131;8.18896853;0.492
HRV;25/06/2020;15.22778158;10.02878879;0.831
CUB;25/06/2020;16.24266591;0;0.777
CUW;25/06/2020;12.00823128;0;
CYP;25/06/2020;13.68300607;10.38638063;0.869
CZE;25/06/2020;16.18659339;10.39224872;0.888
COD;25/06/2020;18.31043503;6.694726649;0.457
DNK;25/06/2020;15.57202326;10.75112496;0.929
DJI;25/06/2020;13.80344;7.903007272;0.476
DMA;25/06/2020;11.18429639;9.177131718;0.715
DOM;25/06/2020;16.19948244;9.588835779;0.736
ECU;25/06/2020;16.68585306;9.266903675;0.752
EGY;25/06/2020;18.44375647;9.263900665;0.696
SLV;25/06/2020;15.68518756;8.894595942;0.674
GNQ;25/06/2020;14.15411267;10.02592078;0.591
ERI;25/06/2020;15.08145118;7.320168857;0.44
EST;25/06/2020;14.09808385;10.29150981;0.871
ETH;25/06/2020;18.56012597;7.45583449;0.463
FRO;25/06/2020;10.79681667;0;
FLK;25/06/2020;8.15564927;0;
FJI;25/06/2020;13.7061911;9.0714202;0.741
FIN;25/06/2020;15.52763465;10.61117158;0.92
FRA;25/06/2020;17.99409688;10.56115446;0.901
PYF;25/06/2020;12.54576825;0;
GAB;25/06/2020;14.61559461;9.71489113;0.702
GMB;25/06/2020;14.69789863;7.353573152;0.46
GEO;25/06/2020;15.199095;9.184517719;0.78
DEU;25/06/2020;18.24375196;10.71949917;0.936
GHA;25/06/2020;17.25184806;8.349396831;0.592
GIB;25/06/2020;10.42498602;0;
GRC;25/06/2020;16.15953083;10.1094598;0.87
GRL;25/06/2020;10.94679853;0;
GRD;25/06/2020;11.63087738;9.51737475;0.772
GUM;25/06/2020;12.03636915;0;
GTM;25/06/2020;16.70118056;8.912447412;0.65
GGY;25/06/2020;11.11322372;0;
GIN;25/06/2020;16.39062287;7.600365315;0.459
GNB;25/06/2020;14.49252734;7.345155006;0.455
GUY;25/06/2020;13.57542301;8.91396018;0.654
HTI;25/06/2020;16.24934608;7.410451751;0.498
HND;25/06/2020;16.10851066;8.421077587;0.617
HUN;25/06/2020;16.08354044;10.19531954;0.838
ISL;25/06/2020;12.74037063;10.74684103;0.935
IND;25/06/2020;21.04535251;8.768212421;0.64
IDN;25/06/2020;19.42689854;9.322663552;0.694
IRN;25/06/2020;18.24624346;9.856533252;0.798
IRQ;25/06/2020;17.50993717;9.659119471;0.685
IRL;25/06/2020;15.41242964;11.11743979;0.938
IMN;25/06/2020;11.35078294;0;
ISR;25/06/2020;15.97371025;10.40826452;0.903
ITA;25/06/2020;17.91752278;10.46937177;0.88
JAM;25/06/2020;14.90109198;9.011105101;0.732
JPN;25/06/2020;18.65556675;10.57137392;0.909
JEY;25/06/2020;11.52359831;0;
JOR;25/06/2020;16.13820607;9.028517491;0.735
KAZ;25/06/2020;16.74812767;10.0881226;0.8
KEN;25/06/2020;17.80025043;8.004040863;0.59
OWID_KOS;25/06/2020;14.47446683;9.189712472;0
KWT;25/06/2020;15.26725623;11.09027153;0.803
KGZ;25/06/2020;15.69102752;8.129609454;0.672
LAO;25/06/2020;15.80003079;8.763640684;0.601
LVA;25/06/2020;14.45007584;10.12918169;0.847
LBN;25/06/2020;15.73616766;9.500586529;0.757
LSO;25/06/2020;14.57736817;7.955478753;0.52
LBR;25/06/2020;15.43641784;6.623783648;0.435
LBY;25/06/2020;15.74286198;9.791522441;0.706
LIE;25/06/2020;10.54894022;0;0.916
LTU;25/06/2020;14.81698436;10.29296775;0.858
LUX;25/06/2020;13.34706731;11.45400277;0.904
MKD;25/06/2020;14.54950213;9.481223174;0.757
MDG;25/06/2020;17.13661869;7.25590196;0.519
MWI;25/06/2020;16.76676599;6.998547998;0.477
MYS;25/06/2020;17.29261899;10.19646175;0.802
MDV;25/06/2020;13.20032762;9.627972231;0.717
MLI;25/06/2020;16.82370654;7.608029998;0.427
MLT;25/06/2020;12.99802163;10.50543249;0.878
MRT;25/06/2020;15.35230466;8.188031408;0.52
MUS;25/06/2020;14.05591783;9.918018712;0.79
MEX;25/06/2020;18.67480153;9.760567596;0.774
MDA;25/06/2020;15.21025983;8.554483581;0.7
MCO;25/06/2020;10.57755385;0;
MNG;25/06/2020;15.00283311;9.379310359;0.741
MNE;25/06/2020;13.35039417;9.705602795;0.814
MSR;25/06/2020;8.516993171;0;
MAR;25/06/2020;17.42400819;8.920658034;0.667
MOZ;25/06/2020;17.25770384;7.035359264;0.437
MMR;25/06/2020;17.81205473;8.629020214;0.578
NAM;25/06/2020;14.7480352;9.163438264;0.647
NPL;25/06/2020;17.18751281;7.800901839;0.574
NLD;25/06/2020;16.6566263;10.78875283;0.931
NCL;25/06/2020;12.56196578;0;
NZL;25/06/2020;15.38874766;10.49365591;0.917
NIC;25/06/2020;15.70629361;8.579499974;0.658
NER;25/06/2020;17.00213737;6.830874235;0.354
NGA;25/06/2020;19.1440641;8.582691377;0.532
MNP;25/06/2020;10.96053104;0;
NOR;25/06/2020;15.5058355;11.07906176;0.953
OMN;25/06/2020;15.44604869;10.54430693;0.821
PAK;25/06/2020;19.21318595;8.524110809;0.562
PSE;25/06/2020;15.44502871;8.400636454;0.686
PAN;25/06/2020;15.27755412;10.0108627;0.789
PNG;25/06/2020;16.00683186;8.248841478;0.544
PRY;25/06/2020;15.78017657;9.085571618;0.702
PER;25/06/2020;17.3111646;9.412195402;0.75
PHL;25/06/2020;18.51217534;8.935796678;0.699
POL;25/06/2020;17.44905184;10.21157667;0.865
PRT;25/06/2020;16.13757538;10.23770353;0.847
PRI;25/06/2020;14.86662585;10.46437881;
QAT;25/06/2020;14.87366884;11.66937863;0.856
ROU;25/06/2020;16.77238152;10.05677496;0.811
RUS;25/06/2020;18.79866817;10.11722517;0.816
RWA;25/06/2020;16.37677691;7.525214548;0.524
KNA;25/06/2020;10.88166329;10.11271005;0.778
LCA;25/06/2020;12.1206727;9.468993065;0.747
VCT;25/06/2020;11.61680789;9.280532817;0.723
SMR;25/06/2020;10.43229061;10.94837324;
STP;25/06/2020;12.2975619;8.02378631;0.589
SAU;25/06/2020;17.36552634;10.8005019;0.853
SEN;25/06/2020;16.63354636;7.81220822;0.505
SRB;25/06/2020;15.73310882;9.550298027;0.787
SYC;25/06/2020;11.49618614;10.18044812;0.797
SLE;25/06/2020;15.89207108;7.23727483;0.419
SGP;25/06/2020;15.58201085;11.35668541;0.932
SXM;25/06/2020;10.66620744;10.50032293;
SVK;25/06/2020;15.51289396;10.31411107;0.855
SVN;25/06/2020;14.54736486;10.35458992;0.896
SOM;25/06/2020;16.5814031;0;
ZAF;25/06/2020;17.8982664;9.416937869;0.699
KOR;25/06/2020;17.75260041;10.48956092;0.903
SSD;25/06/2020;16.23086427;7.358759558;0.388
ESP;25/06/2020;17.66042712;10.44209448;0.891
LKA;25/06/2020;16.87952045;9.36469763;0.77
SDN;25/06/2020;17.59626861;8.40436195;0.502
SUR;25/06/2020;13.28215639;9.530038347;0.72
SWZ;25/06/2020;13.96407193;8.954024529;0.588
SWE;25/06/2020;16.1279737;10.75682321;0.933
CHE;25/06/2020;15.97360361;10.95797667;0.944
SYR;25/06/2020;16.67774898;0;0.536
TWN;25/06/2020;16.98590072;0;
TJK;25/06/2020;16.07075684;7.971400966;0.65
TZA;25/06/2020;17.9054155;7.89480415;0.538
THA;25/06/2020;18.06114425;9.69754957;0.755
TLS;25/06/2020;14.09196129;8.790284636;0.625
TGO;25/06/2020;15.92920098;7.265298945;0.503
TTO;25/06/2020;14.15161916;10.26684759;0.784
TUN;25/06/2020;16.28518664;9.291855564;0.735
TUR;25/06/2020;18.25035574;10.13179141;0.791
TCA;25/06/2020;10.56405989;0;
UGA;25/06/2020;17.63850561;7.437033796;0.516
UKR;25/06/2020;17.59363088;8.97390804;0.751
ARE;25/06/2020;16.10707515;11.11681868;0.863
GBR;25/06/2020;18.03334044;10.59044673;0.922
USA;25/06/2020;19.61763693;10.90090556;0.924
VIR;25/06/2020;11.55620524;0;
URY;25/06/2020;15.06073864;9.930684782;0.804
UZB;25/06/2020;17.32613614;8.740833259;0.71
VAT;25/06/2020;6.695798917;0;
VEN;25/06/2020;17.1631645;9.725856299;0.761
VNM;25/06/2020;18.39370601;8.727759419;0.694
YEM;25/06/2020;17.21088998;7.299220849;0.452
ZMB;25/06/2020;16.72698889;8.213178735;0.588
ZWE;25/06/2020;16.51438055;7.549490737;0.535
AFG;24/06/2020;17.4772331;7.497754494;0.498
ALB;24/06/2020;14.87253667;9.376145531;0.785
DZA;24/06/2020;17.59630906;9.540639235;0.754
DZA;24/06/2020;17.59630906;9.540639235;0.754
AND;24/06/2020;11.25499635;0;0.858
AGO;24/06/2020;17.3079574;8.668968767;0.581
AIA;24/06/2020;9.615938805;0;
ATG;24/06/2020;11.49198779;9.97538687;0.78
ARG;24/06/2020;17.62651421;9.848709615;0.825
ARM;24/06/2020;14.9017918;9.08109464;0.755
ABW;24/06/2020;11.5783948;10.49054565;
AUS;24/06/2020;17.05418434;10.70658069;0.939
AUT;24/06/2020;16.01344599;10.72407512;0.908
AZE;24/06/2020;16.13191719;9.670761927;0.757
BHS;24/06/2020;12.88219574;10.22983178;0.807
BHR;24/06/2020;14.34706955;10.67569323;0.846
BGD;24/06/2020;18.91957173;8.167347447;0.608
BRB;24/06/2020;12.56852934;9.739677672;0.8
BLR;24/06/2020;16.06145345;9.750800543;0.808
BEL;24/06/2020;16.26562008;10.66098361;0.916
BLZ;24/06/2020;12.89325457;8.964997479;0.708
BEN;24/06/2020;16.31063137;7.632515461;0.515
BMU;24/06/2020;11.03928322;10.83307578;
BTN;24/06/2020;13.55623711;9.072065978;0.612
BOL;24/06/2020;16.27279152;8.837220811;0.693
BES;24/06/2020;10.1743159;0;
BIH;24/06/2020;15.00360243;9.368531023;0.768
BWA;24/06/2020;14.67061714;9.668231819;0.717
BRA;24/06/2020;19.17473208;9.554174869;0.759
VGB;24/06/2020;10.31682162;0;
BRN;24/06/2020;12.98879313;11.18176859;0.853
BGR;24/06/2020;15.75402845;9.828942169;0.813
BFA;24/06/2020;16.85541655;7.440206573;0.423
BDI;24/06/2020;16.29127395;6.554253865;0.417
KHM;24/06/2020;16.63205462;8.201130849;0.582
CMR;24/06/2020;17.09438451;8.121161251;0.556
CAN;24/06/2020;17.44628825;10.69234463;0.926
CPV;24/06/2020;13.22850199;8.735935712;0.654
CYM;24/06/2020;11.09315857;10.81783698;
CAF;24/06/2020;15.39030816;6.49411686;0.367
TCD;24/06/2020;16.61436742;7.477690778;0.404
CHL;24/06/2020;16.76604717;10.03306902;0.843
CHN;24/06/2020;21.08743924;9.636177357;0.752
COL;24/06/2020;17.74503716;9.492126271;0.747
COM;24/06/2020;13.67578287;7.25410005;0.503
COG;24/06/2020;15.52354271;8.493188572;0.606
CRI;24/06/2020;15.44359631;9.650206585;0.794
CIV;24/06/2020;17.08805131;8.18896853;0.492
HRV;24/06/2020;15.22778158;10.02878879;0.831
CUB;24/06/2020;16.24266591;0;0.777
CUW;24/06/2020;12.00823128;0;
CYP;24/06/2020;13.68300607;10.38638063;0.869
CZE;24/06/2020;16.18659339;10.39224872;0.888
COD;24/06/2020;18.31043503;6.694726649;0.457
DNK;24/06/2020;15.57202326;10.75112496;0.929
DJI;24/06/2020;13.80344;7.903007272;0.476
DMA;24/06/2020;11.18429639;9.177131718;0.715
DOM;24/06/2020;16.19948244;9.588835779;0.736
ECU;24/06/2020;16.68585306;9.266903675;0.752
EGY;24/06/2020;18.44375647;9.263900665;0.696
SLV;24/06/2020;15.68518756;8.894595942;0.674
GNQ;24/06/2020;14.15411267;10.02592078;0.591
ERI;24/06/2020;15.08145118;7.320168857;0.44
EST;24/06/2020;14.09808385;10.29150981;0.871
ETH;24/06/2020;18.56012597;7.45583449;0.463
FRO;24/06/2020;10.79681667;0;
FLK;24/06/2020;8.15564927;0;
FJI;24/06/2020;13.7061911;9.0714202;0.741
FIN;24/06/2020;15.52763465;10.61117158;0.92
FRA;24/06/2020;17.99409688;10.56115446;0.901
PYF;24/06/2020;12.54576825;0;
GAB;24/06/2020;14.61559461;9.71489113;0.702
GMB;24/06/2020;14.69789863;7.353573152;0.46
GEO;24/06/2020;15.199095;9.184517719;0.78
DEU;24/06/2020;18.24375196;10.71949917;0.936
GHA;24/06/2020;17.25184806;8.349396831;0.592
GIB;24/06/2020;10.42498602;0;
GRC;24/06/2020;16.15953083;10.1094598;0.87
GRL;24/06/2020;10.94679853;0;
GRD;24/06/2020;11.63087738;9.51737475;0.772
GUM;24/06/2020;12.03636915;0;
GTM;24/06/2020;16.70118056;8.912447412;0.65
GGY;24/06/2020;11.11322372;0;
GIN;24/06/2020;16.39062287;7.600365315;0.459
GNB;24/06/2020;14.49252734;7.345155006;0.455
GUY;24/06/2020;13.57542301;8.91396018;0.654
HTI;24/06/2020;16.24934608;7.410451751;0.498
HND;24/06/2020;16.10851066;8.421077587;0.617
HUN;24/06/2020;16.08354044;10.19531954;0.838
ISL;24/06/2020;12.74037063;10.74684103;0.935
IND;24/06/2020;21.04535251;8.768212421;0.64
IDN;24/06/2020;19.42689854;9.322663552;0.694
IRN;24/06/2020;18.24624346;9.856533252;0.798
IRQ;24/06/2020;17.50993717;9.659119471;0.685
IRL;24/06/2020;15.41242964;11.11743979;0.938
IMN;24/06/2020;11.35078294;0;
ISR;24/06/2020;15.97371025;10.40826452;0.903
ITA;24/06/2020;17.91752278;10.46937177;0.88
JAM;24/06/2020;14.90109198;9.011105101;0.732
JPN;24/06/2020;18.65556675;10.57137392;0.909
JEY;24/06/2020;11.52359831;0;
JOR;24/06/2020;16.13820607;9.028517491;0.735
KAZ;24/06/2020;16.74812767;10.0881226;0.8
KEN;24/06/2020;17.80025043;8.004040863;0.59
OWID_KOS;24/06/2020;14.47446683;9.189712472;0
KWT;24/06/2020;15.26725623;11.09027153;0.803
KGZ;24/06/2020;15.69102752;8.129609454;0.672
LAO;24/06/2020;15.80003079;8.763640684;0.601
LVA;24/06/2020;14.45007584;10.12918169;0.847
LBN;24/06/2020;15.73616766;9.500586529;0.757
LSO;24/06/2020;14.57736817;7.955478753;0.52
LBR;24/06/2020;15.43641784;6.623783648;0.435
LBY;24/06/2020;15.74286198;9.791522441;0.706
LIE;24/06/2020;10.54894022;0;0.916
LTU;24/06/2020;14.81698436;10.29296775;0.858
LUX;24/06/2020;13.34706731;11.45400277;0.904
MKD;24/06/2020;14.54950213;9.481223174;0.757
MDG;24/06/2020;17.13661869;7.25590196;0.519
MWI;24/06/2020;16.76676599;6.998547998;0.477
MYS;24/06/2020;17.29261899;10.19646175;0.802
MDV;24/06/2020;13.20032762;9.627972231;0.717
MLI;24/06/2020;16.82370654;7.608029998;0.427
MLT;24/06/2020;12.99802163;10.50543249;0.878
MRT;24/06/2020;15.35230466;8.188031408;0.52
MUS;24/06/2020;14.05591783;9.918018712;0.79
MEX;24/06/2020;18.67480153;9.760567596;0.774
MDA;24/06/2020;15.21025983;8.554483581;0.7
MCO;24/06/2020;10.57755385;0;
MNG;24/06/2020;15.00283311;9.379310359;0.741
MNE;24/06/2020;13.35039417;9.705602795;0.814
MSR;24/06/2020;8.516993171;0;
MAR;24/06/2020;17.42400819;8.920658034;0.667
MOZ;24/06/2020;17.25770384;7.035359264;0.437
MMR;24/06/2020;17.81205473;8.629020214;0.578
NAM;24/06/2020;14.7480352;9.163438264;0.647
NPL;24/06/2020;17.18751281;7.800901839;0.574
NLD;24/06/2020;16.6566263;10.78875283;0.931
NCL;24/06/2020;12.56196578;0;
NZL;24/06/2020;15.38874766;10.49365591;0.917
NIC;24/06/2020;15.70629361;8.579499974;0.658
NER;24/06/2020;17.00213737;6.830874235;0.354
NGA;24/06/2020;19.1440641;8.582691377;0.532
MNP;24/06/2020;10.96053104;0;
NOR;24/06/2020;15.5058355;11.07906176;0.953
OMN;24/06/2020;15.44604869;10.54430693;0.821
PAK;24/06/2020;19.21318595;8.524110809;0.562
PSE;24/06/2020;15.44502871;8.400636454;0.686
PAN;24/06/2020;15.27755412;10.0108627;0.789
PNG;24/06/2020;16.00683186;8.248841478;0.544
PRY;24/06/2020;15.78017657;9.085571618;0.702
PER;24/06/2020;17.3111646;9.412195402;0.75
PHL;24/06/2020;18.51217534;8.935796678;0.699
POL;24/06/2020;17.44905184;10.21157667;0.865
PRT;24/06/2020;16.13757538;10.23770353;0.847
PRI;24/06/2020;14.86662585;10.46437881;
QAT;24/06/2020;14.87366884;11.66937863;0.856
ROU;24/06/2020;16.77238152;10.05677496;0.811
RUS;24/06/2020;18.79866817;10.11722517;0.816
RWA;24/06/2020;16.37677691;7.525214548;0.524
KNA;24/06/2020;10.88166329;10.11271005;0.778
LCA;24/06/2020;12.1206727;9.468993065;0.747
VCT;24/06/2020;11.61680789;9.280532817;0.723
SMR;24/06/2020;10.43229061;10.94837324;
STP;24/06/2020;12.2975619;8.02378631;0.589
SAU;24/06/2020;17.36552634;10.8005019;0.853
SEN;24/06/2020;16.63354636;7.81220822;0.505
SRB;24/06/2020;15.73310882;9.550298027;0.787
SYC;24/06/2020;11.49618614;10.18044812;0.797
