CODE;DATE;population;GDP PER capita;human development indeks
AFG;19/10/2020;17.4772331;7.497754494;0.498
ALB;19/10/2020;14.87253667;9.376145531;0.785
DZA;19/10/2020;17.59630906;9.540639235;0.754
AND;19/10/2020;11.25499635;0;0.858
AGO;19/10/2020;17.3079574;8.668968767;0.581
AIA;19/10/2020;9.615938805;0;
ATG;19/10/2020;11.49198779;9.97538687;0.78
ARG;19/10/2020;17.62651421;9.848709615;0.825
ARM;19/10/2020;14.9017918;9.08109464;0.755
ABW;19/10/2020;11.5783948;10.49054565;
AUS;19/10/2020;17.05418434;10.70658069;0.939
AUT;19/10/2020;16.01344599;10.72407512;0.908
AZE;19/10/2020;16.13191719;9.670761927;0.757
BHS;19/10/2020;12.88219574;10.22983178;0.807
BHR;19/10/2020;14.34706955;10.67569323;0.846
BGD;19/10/2020;18.91957173;8.167347447;0.608
BRB;19/10/2020;12.56852934;9.739677672;0.8
BLR;19/10/2020;16.06145345;9.750800543;0.808
BLZ;19/10/2020;12.89325457;8.964997479;0.708
BEN;19/10/2020;16.31063137;7.632515461;0.515
BMU;19/10/2020;11.03928322;10.83307578;
BTN;19/10/2020;13.55623711;9.072065978;0.612
BOL;19/10/2020;16.27279152;8.837220811;0.693
BES;19/10/2020;10.1743159;0;
BIH;19/10/2020;15.00360243;9.368531023;0.768
BWA;19/10/2020;14.67061714;9.668231819;0.717
BRA;19/10/2020;19.17473208;9.554174869;0.759
VGB;19/10/2020;10.31682162;0;
BRN;19/10/2020;12.98879313;11.18176859;0.853
BGR;19/10/2020;15.75402845;9.828942169;0.813
BFA;19/10/2020;16.85541655;7.440206573;0.423
BDI;19/10/2020;16.29127395;6.554253865;0.417
KHM;19/10/2020;16.63205462;8.201130849;0.582
CMR;19/10/2020;17.09438451;8.121161251;0.556
CAN;19/10/2020;17.44628825;10.69234463;0.926
CPV;19/10/2020;13.22850199;8.735935712;0.654
CYM;19/10/2020;11.09315857;10.81783698;
CAF;19/10/2020;15.39030816;6.49411686;0.367
TCD;19/10/2020;16.61436742;7.477690778;0.404
CHL;19/10/2020;16.76604717;10.03306902;0.843
CHN;19/10/2020;21.08743924;9.636177357;0.752
COL;19/10/2020;17.74503716;9.492126271;0.747
COM;19/10/2020;13.67578287;7.25410005;0.503
COG;19/10/2020;15.52354271;8.493188572;0.606
CRI;19/10/2020;15.44359631;9.650206585;0.794
CIV;19/10/2020;17.08805131;8.18896853;0.492
HRV;19/10/2020;15.22778158;10.02878879;0.831
CUB;19/10/2020;16.24266591;0;0.777
CUW;19/10/2020;12.00823128;0;
CYP;19/10/2020;13.68300607;10.38638063;0.869
CZE;19/10/2020;16.18659339;10.39224872;0.888
COD;19/10/2020;18.31043503;6.694726649;0.457
DNK;19/10/2020;15.57202326;10.75112496;0.929
DJI;19/10/2020;13.80344;7.903007272;0.476
DMA;19/10/2020;11.18429639;9.177131718;0.715
DOM;19/10/2020;16.19948244;9.588835779;0.736
ECU;19/10/2020;16.68585306;9.266903675;0.752
EGY;19/10/2020;18.44375647;9.263900665;0.696
SLV;19/10/2020;15.68518756;8.894595942;0.674
GNQ;19/10/2020;14.15411267;10.02592078;0.591
ERI;19/10/2020;15.08145118;7.320168857;0.44
EST;19/10/2020;14.09808385;10.29150981;0.871
ETH;19/10/2020;18.56012597;7.45583449;0.463
FRO;19/10/2020;10.79681667;0;
FLK;19/10/2020;8.15564927;0;
FJI;19/10/2020;13.7061911;9.0714202;0.741
FIN;19/10/2020;15.52763465;10.61117158;0.92
FRA;19/10/2020;17.99409688;10.56115446;0.901
PYF;19/10/2020;12.54576825;0;
GAB;19/10/2020;14.61559461;9.71489113;0.702
GMB;19/10/2020;14.69789863;7.353573152;0.46
GEO;19/10/2020;15.199095;9.184517719;0.78
DEU;19/10/2020;18.24375196;10.71949917;0.936
GHA;19/10/2020;17.25184806;8.349396831;0.592
GIB;19/10/2020;10.42498602;0;
GRC;19/10/2020;16.15953083;10.1094598;0.87
GRL;19/10/2020;10.94679853;0;
GRD;19/10/2020;11.63087738;9.51737475;0.772
GUM;19/10/2020;12.03636915;0;
GTM;19/10/2020;16.70118056;8.912447412;0.65
GGY;19/10/2020;11.11322372;0;
GIN;19/10/2020;16.39062287;7.600365315;0.459
GNB;19/10/2020;14.49252734;7.345155006;0.455
GUY;19/10/2020;13.57542301;8.91396018;0.654
HTI;19/10/2020;16.24934608;7.410451751;0.498
HND;19/10/2020;16.10851066;8.421077587;0.617
HUN;19/10/2020;16.08354044;10.19531954;0.838
ISL;19/10/2020;12.74037063;10.74684103;0.935
IND;19/10/2020;21.04535251;8.768212421;0.64
IDN;19/10/2020;19.42689854;9.322663552;0.694
IRN;19/10/2020;18.24624346;9.856533252;0.798
IRQ;19/10/2020;17.50993717;9.659119471;0.685
IRL;19/10/2020;15.41242964;11.11743979;0.938
IMN;19/10/2020;11.35078294;0;
ISR;19/10/2020;15.97371025;10.40826452;0.903
ITA;19/10/2020;17.91752278;10.46937177;0.88
JAM;19/10/2020;14.90109198;9.011105101;0.732
JPN;19/10/2020;18.65556675;10.57137392;0.909
JEY;19/10/2020;11.52359831;0;
JOR;19/10/2020;16.13820607;9.028517491;0.735
KAZ;19/10/2020;16.74812767;10.0881226;0.8
KEN;19/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;19/10/2020;14.47446683;9.189712472;0
KWT;19/10/2020;15.26725623;11.09027153;0.803
KGZ;19/10/2020;15.69102752;8.129609454;0.672
LAO;19/10/2020;15.80003079;8.763640684;0.601
LVA;19/10/2020;14.45007584;10.12918169;0.847
LBN;19/10/2020;15.73616766;9.500586529;0.757
LSO;19/10/2020;14.57736817;7.955478753;0.52
LBR;19/10/2020;15.43641784;6.623783648;0.435
LBY;19/10/2020;15.74286198;9.791522441;0.706
LIE;19/10/2020;10.54894022;0;0.916
LTU;19/10/2020;14.81698436;10.29296775;0.858
LUX;19/10/2020;13.34706731;11.45400277;0.904
MKD;19/10/2020;14.54950213;9.481223174;0.757
MDG;19/10/2020;17.13661869;7.25590196;0.519
MWI;19/10/2020;16.76676599;6.998547998;0.477
MYS;19/10/2020;17.29261899;10.19646175;0.802
MDV;19/10/2020;13.20032762;9.627972231;0.717
MLI;19/10/2020;16.82370654;7.608029998;0.427
MLT;19/10/2020;12.99802163;10.50543249;0.878
MRT;19/10/2020;15.35230466;8.188031408;0.52
MUS;19/10/2020;14.05591783;9.918018712;0.79
MEX;19/10/2020;18.67480153;9.760567596;0.774
MDA;19/10/2020;15.21025983;8.554483581;0.7
MCO;19/10/2020;10.57755385;0;
MNG;19/10/2020;15.00283311;9.379310359;0.741
MNE;19/10/2020;13.35039417;9.705602795;0.814
MSR;19/10/2020;8.516993171;0;
MAR;19/10/2020;17.42400819;8.920658034;0.667
MOZ;19/10/2020;17.25770384;7.035359264;0.437
MMR;19/10/2020;17.81205473;8.629020214;0.578
NAM;19/10/2020;14.7480352;9.163438264;0.647
NPL;19/10/2020;17.18751281;7.800901839;0.574
NLD;19/10/2020;16.6566263;10.78875283;0.931
NCL;19/10/2020;12.56196578;0;
NZL;19/10/2020;15.38874766;10.49365591;0.917
NIC;19/10/2020;15.70629361;8.579499974;0.658
NER;19/10/2020;17.00213737;6.830874235;0.354
NGA;19/10/2020;19.1440641;8.582691377;0.532
MNP;19/10/2020;10.96053104;0;
NOR;19/10/2020;15.5058355;11.07906176;0.953
OMN;19/10/2020;15.44604869;10.54430693;0.821
PAK;19/10/2020;19.21318595;8.524110809;0.562
PSE;19/10/2020;15.44502871;8.400636454;0.686
PAN;19/10/2020;15.27755412;10.0108627;0.789
PNG;19/10/2020;16.00683186;8.248841478;0.544
PRY;19/10/2020;15.78017657;9.085571618;0.702
PER;19/10/2020;17.3111646;9.412195402;0.75
PHL;19/10/2020;18.51217534;8.935796678;0.699
POL;19/10/2020;17.44905184;10.21157667;0.865
PRT;19/10/2020;16.13757538;10.23770353;0.847
PRI;19/10/2020;14.86662585;10.46437881;
QAT;19/10/2020;14.87366884;11.66937863;0.856
ROU;19/10/2020;16.77238152;10.05677496;0.811
RUS;19/10/2020;18.79866817;10.11722517;0.816
RWA;19/10/2020;16.37677691;7.525214548;0.524
KNA;19/10/2020;10.88166329;10.11271005;0.778
LCA;19/10/2020;12.1206727;9.468993065;0.747
VCT;19/10/2020;11.61680789;9.280532817;0.723
SMR;19/10/2020;10.43229061;10.94837324;
STP;19/10/2020;12.2975619;8.02378631;0.589
SAU;19/10/2020;17.36552634;10.8005019;0.853
SEN;19/10/2020;16.63354636;7.81220822;0.505
SRB;19/10/2020;15.73310882;9.550298027;0.787
SYC;19/10/2020;11.49618614;10.18044812;0.797
SLE;19/10/2020;15.89207108;7.23727483;0.419
SGP;19/10/2020;15.58201085;11.35668541;0.932
SXM;19/10/2020;10.66620744;10.50032293;
SVK;19/10/2020;15.51289396;10.31411107;0.855
SVN;19/10/2020;14.54736486;10.35458992;0.896
SLB;19/10/2020;13.43991197;7.698901294;0.546
SOM;19/10/2020;16.5814031;0;
ZAF;19/10/2020;17.8982664;9.416937869;0.699
KOR;19/10/2020;17.75260041;10.48956092;0.903
SSD;19/10/2020;16.23086427;7.358759558;0.388
LKA;19/10/2020;16.87952045;9.36469763;0.77
SDN;19/10/2020;17.59626861;8.40436195;0.502
SUR;19/10/2020;13.28215639;9.530038347;0.72
SWZ;19/10/2020;13.96407193;8.954024529;0.588
CHE;19/10/2020;15.97360361;10.95797667;0.944
SYR;19/10/2020;16.67774898;0;0.536
TWN;19/10/2020;16.98590072;0;
TJK;19/10/2020;16.07075684;7.971400966;0.65
TZA;19/10/2020;17.9054155;7.89480415;0.538
THA;19/10/2020;18.06114425;9.69754957;0.755
TLS;19/10/2020;14.09196129;8.790284636;0.625
TGO;19/10/2020;15.92920098;7.265298945;0.503
TTO;19/10/2020;14.15161916;10.26684759;0.784
TUN;19/10/2020;16.28518664;9.291855564;0.735
TUR;19/10/2020;18.25035574;10.13179141;0.791
TCA;19/10/2020;10.56405989;0;
UGA;19/10/2020;17.63850561;7.437033796;0.516
UKR;19/10/2020;17.59363088;8.97390804;0.751
ARE;19/10/2020;16.10707515;11.11681868;0.863
GBR;19/10/2020;18.03334044;10.59044673;0.922
USA;19/10/2020;19.61763693;10.90090556;0.924
VIR;19/10/2020;11.55620524;0;
URY;19/10/2020;15.06073864;9.930684782;0.804
UZB;19/10/2020;17.32613614;8.740833259;0.71
VAT;19/10/2020;6.695798917;0;
VEN;19/10/2020;17.1631645;9.725856299;0.761
VNM;19/10/2020;18.39370601;8.727759419;0.694
YEM;19/10/2020;17.21088998;7.299220849;0.452
ZMB;19/10/2020;16.72698889;8.213178735;0.588
ZWE;19/10/2020;16.51438055;7.549490737;0.535
AFG;18/10/2020;17.4772331;7.497754494;0.498
ALB;18/10/2020;14.87253667;9.376145531;0.785
DZA;18/10/2020;17.59630906;9.540639235;0.754
AND;18/10/2020;11.25499635;0;0.858
AGO;18/10/2020;17.3079574;8.668968767;0.581
AIA;18/10/2020;9.615938805;0;
ATG;18/10/2020;11.49198779;9.97538687;0.78
ARG;18/10/2020;17.62651421;9.848709615;0.825
ARM;18/10/2020;14.9017918;9.08109464;0.755
ABW;18/10/2020;11.5783948;10.49054565;
AUS;18/10/2020;17.05418434;10.70658069;0.939
AUT;18/10/2020;16.01344599;10.72407512;0.908
AZE;18/10/2020;16.13191719;9.670761927;0.757
BHS;18/10/2020;12.88219574;10.22983178;0.807
BHR;18/10/2020;14.34706955;10.67569323;0.846
BGD;18/10/2020;18.91957173;8.167347447;0.608
BRB;18/10/2020;12.56852934;9.739677672;0.8
BLR;18/10/2020;16.06145345;9.750800543;0.808
BLZ;18/10/2020;12.89325457;8.964997479;0.708
BEN;18/10/2020;16.31063137;7.632515461;0.515
BMU;18/10/2020;11.03928322;10.83307578;
BTN;18/10/2020;13.55623711;9.072065978;0.612
BOL;18/10/2020;16.27279152;8.837220811;0.693
BES;18/10/2020;10.1743159;0;
BIH;18/10/2020;15.00360243;9.368531023;0.768
BWA;18/10/2020;14.67061714;9.668231819;0.717
BRA;18/10/2020;19.17473208;9.554174869;0.759
VGB;18/10/2020;10.31682162;0;
BRN;18/10/2020;12.98879313;11.18176859;0.853
BGR;18/10/2020;15.75402845;9.828942169;0.813
BFA;18/10/2020;16.85541655;7.440206573;0.423
BDI;18/10/2020;16.29127395;6.554253865;0.417
KHM;18/10/2020;16.63205462;8.201130849;0.582
CMR;18/10/2020;17.09438451;8.121161251;0.556
CAN;18/10/2020;17.44628825;10.69234463;0.926
CPV;18/10/2020;13.22850199;8.735935712;0.654
CYM;18/10/2020;11.09315857;10.81783698;
CAF;18/10/2020;15.39030816;6.49411686;0.367
TCD;18/10/2020;16.61436742;7.477690778;0.404
CHL;18/10/2020;16.76604717;10.03306902;0.843
CHN;18/10/2020;21.08743924;9.636177357;0.752
COL;18/10/2020;17.74503716;9.492126271;0.747
COM;18/10/2020;13.67578287;7.25410005;0.503
COG;18/10/2020;15.52354271;8.493188572;0.606
CRI;18/10/2020;15.44359631;9.650206585;0.794
CIV;18/10/2020;17.08805131;8.18896853;0.492
HRV;18/10/2020;15.22778158;10.02878879;0.831
CUB;18/10/2020;16.24266591;0;0.777
CUW;18/10/2020;12.00823128;0;
CYP;18/10/2020;13.68300607;10.38638063;0.869
CZE;18/10/2020;16.18659339;10.39224872;0.888
COD;18/10/2020;18.31043503;6.694726649;0.457
DNK;18/10/2020;15.57202326;10.75112496;0.929
DJI;18/10/2020;13.80344;7.903007272;0.476
DMA;18/10/2020;11.18429639;9.177131718;0.715
DOM;18/10/2020;16.19948244;9.588835779;0.736
ECU;18/10/2020;16.68585306;9.266903675;0.752
EGY;18/10/2020;18.44375647;9.263900665;0.696
SLV;18/10/2020;15.68518756;8.894595942;0.674
GNQ;18/10/2020;14.15411267;10.02592078;0.591
ERI;18/10/2020;15.08145118;7.320168857;0.44
EST;18/10/2020;14.09808385;10.29150981;0.871
ETH;18/10/2020;18.56012597;7.45583449;0.463
FRO;18/10/2020;10.79681667;0;
FLK;18/10/2020;8.15564927;0;
FJI;18/10/2020;13.7061911;9.0714202;0.741
FIN;18/10/2020;15.52763465;10.61117158;0.92
FRA;18/10/2020;17.99409688;10.56115446;0.901
PYF;18/10/2020;12.54576825;0;
GAB;18/10/2020;14.61559461;9.71489113;0.702
GMB;18/10/2020;14.69789863;7.353573152;0.46
GEO;18/10/2020;15.199095;9.184517719;0.78
DEU;18/10/2020;18.24375196;10.71949917;0.936
GHA;18/10/2020;17.25184806;8.349396831;0.592
GIB;18/10/2020;10.42498602;0;
GRC;18/10/2020;16.15953083;10.1094598;0.87
GRL;18/10/2020;10.94679853;0;
GRD;18/10/2020;11.63087738;9.51737475;0.772
GUM;18/10/2020;12.03636915;0;
GTM;18/10/2020;16.70118056;8.912447412;0.65
GGY;18/10/2020;11.11322372;0;
GIN;18/10/2020;16.39062287;7.600365315;0.459
GNB;18/10/2020;14.49252734;7.345155006;0.455
GUY;18/10/2020;13.57542301;8.91396018;0.654
HTI;18/10/2020;16.24934608;7.410451751;0.498
HND;18/10/2020;16.10851066;8.421077587;0.617
HUN;18/10/2020;16.08354044;10.19531954;0.838
ISL;18/10/2020;12.74037063;10.74684103;0.935
IND;18/10/2020;21.04535251;8.768212421;0.64
IDN;18/10/2020;19.42689854;9.322663552;0.694
IRN;18/10/2020;18.24624346;9.856533252;0.798
IRQ;18/10/2020;17.50993717;9.659119471;0.685
IRL;18/10/2020;15.41242964;11.11743979;0.938
IMN;18/10/2020;11.35078294;0;
ISR;18/10/2020;15.97371025;10.40826452;0.903
ITA;18/10/2020;17.91752278;10.46937177;0.88
JAM;18/10/2020;14.90109198;9.011105101;0.732
JPN;18/10/2020;18.65556675;10.57137392;0.909
JEY;18/10/2020;11.52359831;0;
JOR;18/10/2020;16.13820607;9.028517491;0.735
KAZ;18/10/2020;16.74812767;10.0881226;0.8
KEN;18/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;18/10/2020;14.47446683;9.189712472;0
KWT;18/10/2020;15.26725623;11.09027153;0.803
KGZ;18/10/2020;15.69102752;8.129609454;0.672
LAO;18/10/2020;15.80003079;8.763640684;0.601
LVA;18/10/2020;14.45007584;10.12918169;0.847
LBN;18/10/2020;15.73616766;9.500586529;0.757
LSO;18/10/2020;14.57736817;7.955478753;0.52
LBR;18/10/2020;15.43641784;6.623783648;0.435
LBY;18/10/2020;15.74286198;9.791522441;0.706
LIE;18/10/2020;10.54894022;0;0.916
LTU;18/10/2020;14.81698436;10.29296775;0.858
LUX;18/10/2020;13.34706731;11.45400277;0.904
MKD;18/10/2020;14.54950213;9.481223174;0.757
MDG;18/10/2020;17.13661869;7.25590196;0.519
MWI;18/10/2020;16.76676599;6.998547998;0.477
MYS;18/10/2020;17.29261899;10.19646175;0.802
MDV;18/10/2020;13.20032762;9.627972231;0.717
MLI;18/10/2020;16.82370654;7.608029998;0.427
MLT;18/10/2020;12.99802163;10.50543249;0.878
MRT;18/10/2020;15.35230466;8.188031408;0.52
MUS;18/10/2020;14.05591783;9.918018712;0.79
MEX;18/10/2020;18.67480153;9.760567596;0.774
MDA;18/10/2020;15.21025983;8.554483581;0.7
MCO;18/10/2020;10.57755385;0;
MNG;18/10/2020;15.00283311;9.379310359;0.741
MNE;18/10/2020;13.35039417;9.705602795;0.814
MSR;18/10/2020;8.516993171;0;
MAR;18/10/2020;17.42400819;8.920658034;0.667
MOZ;18/10/2020;17.25770384;7.035359264;0.437
MMR;18/10/2020;17.81205473;8.629020214;0.578
NAM;18/10/2020;14.7480352;9.163438264;0.647
NPL;18/10/2020;17.18751281;7.800901839;0.574
NLD;18/10/2020;16.6566263;10.78875283;0.931
NCL;18/10/2020;12.56196578;0;
NZL;18/10/2020;15.38874766;10.49365591;0.917
NIC;18/10/2020;15.70629361;8.579499974;0.658
NER;18/10/2020;17.00213737;6.830874235;0.354
NGA;18/10/2020;19.1440641;8.582691377;0.532
MNP;18/10/2020;10.96053104;0;
NOR;18/10/2020;15.5058355;11.07906176;0.953
OMN;18/10/2020;15.44604869;10.54430693;0.821
PAK;18/10/2020;19.21318595;8.524110809;0.562
PSE;18/10/2020;15.44502871;8.400636454;0.686
PAN;18/10/2020;15.27755412;10.0108627;0.789
PNG;18/10/2020;16.00683186;8.248841478;0.544
PRY;18/10/2020;15.78017657;9.085571618;0.702
PER;18/10/2020;17.3111646;9.412195402;0.75
PHL;18/10/2020;18.51217534;8.935796678;0.699
POL;18/10/2020;17.44905184;10.21157667;0.865
PRT;18/10/2020;16.13757538;10.23770353;0.847
PRI;18/10/2020;14.86662585;10.46437881;
QAT;18/10/2020;14.87366884;11.66937863;0.856
ROU;18/10/2020;16.77238152;10.05677496;0.811
RUS;18/10/2020;18.79866817;10.11722517;0.816
RWA;18/10/2020;16.37677691;7.525214548;0.524
KNA;18/10/2020;10.88166329;10.11271005;0.778
LCA;18/10/2020;12.1206727;9.468993065;0.747
VCT;18/10/2020;11.61680789;9.280532817;0.723
SMR;18/10/2020;10.43229061;10.94837324;
STP;18/10/2020;12.2975619;8.02378631;0.589
SAU;18/10/2020;17.36552634;10.8005019;0.853
SEN;18/10/2020;16.63354636;7.81220822;0.505
SRB;18/10/2020;15.73310882;9.550298027;0.787
SYC;18/10/2020;11.49618614;10.18044812;0.797
SLE;18/10/2020;15.89207108;7.23727483;0.419
SGP;18/10/2020;15.58201085;11.35668541;0.932
SXM;18/10/2020;10.66620744;10.50032293;
SVK;18/10/2020;15.51289396;10.31411107;0.855
SVN;18/10/2020;14.54736486;10.35458992;0.896
SLB;18/10/2020;13.43991197;7.698901294;0.546
SOM;18/10/2020;16.5814031;0;
ZAF;18/10/2020;17.8982664;9.416937869;0.699
KOR;18/10/2020;17.75260041;10.48956092;0.903
SSD;18/10/2020;16.23086427;7.358759558;0.388
ESP;18/10/2020;17.66042712;10.44209448;0.891
LKA;18/10/2020;16.87952045;9.36469763;0.77
SDN;18/10/2020;17.59626861;8.40436195;0.502
SUR;18/10/2020;13.28215639;9.530038347;0.72
SWZ;18/10/2020;13.96407193;8.954024529;0.588
CHE;18/10/2020;15.97360361;10.95797667;0.944
SYR;18/10/2020;16.67774898;0;0.536
TWN;18/10/2020;16.98590072;0;
TJK;18/10/2020;16.07075684;7.971400966;0.65
TZA;18/10/2020;17.9054155;7.89480415;0.538
THA;18/10/2020;18.06114425;9.69754957;0.755
TLS;18/10/2020;14.09196129;8.790284636;0.625
TGO;18/10/2020;15.92920098;7.265298945;0.503
TTO;18/10/2020;14.15161916;10.26684759;0.784
TUN;18/10/2020;16.28518664;9.291855564;0.735
TUR;18/10/2020;18.25035574;10.13179141;0.791
TCA;18/10/2020;10.56405989;0;
UGA;18/10/2020;17.63850561;7.437033796;0.516
UKR;18/10/2020;17.59363088;8.97390804;0.751
ARE;18/10/2020;16.10707515;11.11681868;0.863
GBR;18/10/2020;18.03334044;10.59044673;0.922
USA;18/10/2020;19.61763693;10.90090556;0.924
VIR;18/10/2020;11.55620524;0;
URY;18/10/2020;15.06073864;9.930684782;0.804
UZB;18/10/2020;17.32613614;8.740833259;0.71
VAT;18/10/2020;6.695798917;0;
VEN;18/10/2020;17.1631645;9.725856299;0.761
VNM;18/10/2020;18.39370601;8.727759419;0.694
YEM;18/10/2020;17.21088998;7.299220849;0.452
ZMB;18/10/2020;16.72698889;8.213178735;0.588
ZWE;18/10/2020;16.51438055;7.549490737;0.535
AFG;17/10/2020;17.4772331;7.497754494;0.498
ALB;17/10/2020;14.87253667;9.376145531;0.785
DZA;17/10/2020;17.59630906;9.540639235;0.754
AND;17/10/2020;11.25499635;0;0.858
AGO;17/10/2020;17.3079574;8.668968767;0.581
AIA;17/10/2020;9.615938805;0;
ATG;17/10/2020;11.49198779;9.97538687;0.78
ARG;17/10/2020;17.62651421;9.848709615;0.825
ARM;17/10/2020;14.9017918;9.08109464;0.755
ABW;17/10/2020;11.5783948;10.49054565;
AUS;17/10/2020;17.05418434;10.70658069;0.939
AUT;17/10/2020;16.01344599;10.72407512;0.908
AZE;17/10/2020;16.13191719;9.670761927;0.757
BHS;17/10/2020;12.88219574;10.22983178;0.807
BHR;17/10/2020;14.34706955;10.67569323;0.846
BGD;17/10/2020;18.91957173;8.167347447;0.608
BRB;17/10/2020;12.56852934;9.739677672;0.8
BLR;17/10/2020;16.06145345;9.750800543;0.808
BEL;17/10/2020;16.26562008;10.66098361;0.916
BLZ;17/10/2020;12.89325457;8.964997479;0.708
BEN;17/10/2020;16.31063137;7.632515461;0.515
BMU;17/10/2020;11.03928322;10.83307578;
BTN;17/10/2020;13.55623711;9.072065978;0.612
BOL;17/10/2020;16.27279152;8.837220811;0.693
BES;17/10/2020;10.1743159;0;
BIH;17/10/2020;15.00360243;9.368531023;0.768
BWA;17/10/2020;14.67061714;9.668231819;0.717
BRA;17/10/2020;19.17473208;9.554174869;0.759
VGB;17/10/2020;10.31682162;0;
BRN;17/10/2020;12.98879313;11.18176859;0.853
BGR;17/10/2020;15.75402845;9.828942169;0.813
BFA;17/10/2020;16.85541655;7.440206573;0.423
BDI;17/10/2020;16.29127395;6.554253865;0.417
KHM;17/10/2020;16.63205462;8.201130849;0.582
CMR;17/10/2020;17.09438451;8.121161251;0.556
CAN;17/10/2020;17.44628825;10.69234463;0.926
CPV;17/10/2020;13.22850199;8.735935712;0.654
CYM;17/10/2020;11.09315857;10.81783698;
CAF;17/10/2020;15.39030816;6.49411686;0.367
TCD;17/10/2020;16.61436742;7.477690778;0.404
CHL;17/10/2020;16.76604717;10.03306902;0.843
CHN;17/10/2020;21.08743924;9.636177357;0.752
COL;17/10/2020;17.74503716;9.492126271;0.747
COM;17/10/2020;13.67578287;7.25410005;0.503
COG;17/10/2020;15.52354271;8.493188572;0.606
CRI;17/10/2020;15.44359631;9.650206585;0.794
CIV;17/10/2020;17.08805131;8.18896853;0.492
HRV;17/10/2020;15.22778158;10.02878879;0.831
CUB;17/10/2020;16.24266591;0;0.777
CUW;17/10/2020;12.00823128;0;
CYP;17/10/2020;13.68300607;10.38638063;0.869
CZE;17/10/2020;16.18659339;10.39224872;0.888
COD;17/10/2020;18.31043503;6.694726649;0.457
DNK;17/10/2020;15.57202326;10.75112496;0.929
DJI;17/10/2020;13.80344;7.903007272;0.476
DMA;17/10/2020;11.18429639;9.177131718;0.715
DOM;17/10/2020;16.19948244;9.588835779;0.736
ECU;17/10/2020;16.68585306;9.266903675;0.752
EGY;17/10/2020;18.44375647;9.263900665;0.696
SLV;17/10/2020;15.68518756;8.894595942;0.674
GNQ;17/10/2020;14.15411267;10.02592078;0.591
ERI;17/10/2020;15.08145118;7.320168857;0.44
EST;17/10/2020;14.09808385;10.29150981;0.871
ETH;17/10/2020;18.56012597;7.45583449;0.463
FRO;17/10/2020;10.79681667;0;
FLK;17/10/2020;8.15564927;0;
FJI;17/10/2020;13.7061911;9.0714202;0.741
FIN;17/10/2020;15.52763465;10.61117158;0.92
FRA;17/10/2020;17.99409688;10.56115446;0.901
PYF;17/10/2020;12.54576825;0;
GAB;17/10/2020;14.61559461;9.71489113;0.702
GMB;17/10/2020;14.69789863;7.353573152;0.46
GEO;17/10/2020;15.199095;9.184517719;0.78
DEU;17/10/2020;18.24375196;10.71949917;0.936
GHA;17/10/2020;17.25184806;8.349396831;0.592
GIB;17/10/2020;10.42498602;0;
GRC;17/10/2020;16.15953083;10.1094598;0.87
GRL;17/10/2020;10.94679853;0;
GRD;17/10/2020;11.63087738;9.51737475;0.772
GUM;17/10/2020;12.03636915;0;
GTM;17/10/2020;16.70118056;8.912447412;0.65
GGY;17/10/2020;11.11322372;0;
GIN;17/10/2020;16.39062287;7.600365315;0.459
GNB;17/10/2020;14.49252734;7.345155006;0.455
GUY;17/10/2020;13.57542301;8.91396018;0.654
HTI;17/10/2020;16.24934608;7.410451751;0.498
HND;17/10/2020;16.10851066;8.421077587;0.617
HUN;17/10/2020;16.08354044;10.19531954;0.838
ISL;17/10/2020;12.74037063;10.74684103;0.935
IND;17/10/2020;21.04535251;8.768212421;0.64
IDN;17/10/2020;19.42689854;9.322663552;0.694
IRN;17/10/2020;18.24624346;9.856533252;0.798
IRQ;17/10/2020;17.50993717;9.659119471;0.685
IRL;17/10/2020;15.41242964;11.11743979;0.938
IMN;17/10/2020;11.35078294;0;
ISR;17/10/2020;15.97371025;10.40826452;0.903
ITA;17/10/2020;17.91752278;10.46937177;0.88
JAM;17/10/2020;14.90109198;9.011105101;0.732
JPN;17/10/2020;18.65556675;10.57137392;0.909
JEY;17/10/2020;11.52359831;0;
JOR;17/10/2020;16.13820607;9.028517491;0.735
KAZ;17/10/2020;16.74812767;10.0881226;0.8
KEN;17/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;17/10/2020;14.47446683;9.189712472;0
KWT;17/10/2020;15.26725623;11.09027153;0.803
KGZ;17/10/2020;15.69102752;8.129609454;0.672
LAO;17/10/2020;15.80003079;8.763640684;0.601
LVA;17/10/2020;14.45007584;10.12918169;0.847
LBN;17/10/2020;15.73616766;9.500586529;0.757
LSO;17/10/2020;14.57736817;7.955478753;0.52
LBR;17/10/2020;15.43641784;6.623783648;0.435
LBY;17/10/2020;15.74286198;9.791522441;0.706
LIE;17/10/2020;10.54894022;0;0.916
LTU;17/10/2020;14.81698436;10.29296775;0.858
LUX;17/10/2020;13.34706731;11.45400277;0.904
MKD;17/10/2020;14.54950213;9.481223174;0.757
MDG;17/10/2020;17.13661869;7.25590196;0.519
MWI;17/10/2020;16.76676599;6.998547998;0.477
MYS;17/10/2020;17.29261899;10.19646175;0.802
MDV;17/10/2020;13.20032762;9.627972231;0.717
MLI;17/10/2020;16.82370654;7.608029998;0.427
MLT;17/10/2020;12.99802163;10.50543249;0.878
MRT;17/10/2020;15.35230466;8.188031408;0.52
